id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,League,Season
5786,Yoane Wissa,38,1583,7,5.207585535943508,3,2.6399280801415443,32,13,3,0,F S,Brentford,7,5.207585535943508,11.27296715322882,4.301408238708973,EPL,2022
6034,Philip Billing,36,2822,7,4.894198485650122,1,3.457261343486607,38,27,5,0,F M S,Bournemouth,7,4.894198485650122,9.995119906961918,3.561682090163231,EPL,2022
6756,Dwight McNeil,36,2512,7,3.8712205197662115,3,7.44360885117203,46,51,5,0,D F M S,Everton,7,3.8712205197662115,9.874688405543566,2.480967789888382,EPL,2022
6854,Diogo Jota,22,1132,7,6.437793597579002,4,1.7756053674966097,35,17,2,0,F M S,Liverpool,7,6.437793597579002,8.173869889229536,3.9002224784344435,EPL,2022
10806,Kaoru Mitoma,33,2306,7,9.245785741135478,5,7.035773795098066,52,40,0,0,D M S,Brighton,7,9.245785741135478,21.043237909674644,9.100571872666478,EPL,2022
11296,Cody Gakpo,21,1483,7,6.5545395612716675,2,2.981710772961378,39,23,0,0,F M S,Liverpool,7,6.5545395612716675,12.117870450019836,4.4253273122012615,EPL,2022
87,Joelinton,32,2677,6,6.252544686198235,1,3.116438364610076,51,26,12,0,F M S,Newcastle United,6,6.252544686198235,12.307858122512698,7.0922601986676455,EPL,2022
501,Danny Welbeck,31,1868,6,9.550176788121462,3,5.098056230694056,62,30,0,0,F S,Brighton,6,9.550176788121462,16.103102758526802,5.3988224398344755,EPL,2022
553,Anthony Martial,21,987,6,7.3281096909195185,2,1.7567607499659061,27,12,0,0,F S,Manchester United,5,6.566943714395165,9.77430764771998,2.7753882352262735,EPL,2022
618,Raheem Sterling,28,1919,6,7.405153378844261,3,4.861129405908287,41,34,4,0,D F M S,Chelsea,6,7.405153378844261,13.539876326918602,3.041725432500243,EPL,2022
1679,Dominic Solanke,33,2874,6,9.317674346268177,7,3.9576231529936194,76,21,2,0,F M S,Bournemouth,6,9.317674346268177,14.145027499645948,3.0667414711788297,EPL,2022
1776,Jarrod Bowen,38,3245,6,10.004229810088873,5,6.90739019960165,75,48,2,0,F M S,West Ham,5,8.48189047165215,15.171011984348297,3.6215272583067417,EPL,2022
3585,Said Benrahma,35,2070,6,6.350573148578405,3,4.756499437615275,73,48,0,0,F M S,West Ham,2,3.3058972023427486,8.221184162423015,2.454255508258939,EPL,2022
6049,Solly March,33,2745,6,8.069857582449913,7,9.567008880898356,73,65,2,0,D M S,Brighton,6,8.069857582449913,22.130394473671913,9.125229258090258,EPL,2022
6122,Douglas Luiz,37,2947,6,3.191290902905166,6,4.567880779504776,34,45,6,1,M S,Aston Villa,6,3.191290902905166,15.93928093276918,11.555413709953427,EPL,2022
6345,Jadon Sancho,26,1710,6,3.7890949305146933,3,4.790035545825958,21,43,0,0,F M S,Manchester United,6,3.7890949305146933,15.047371318563819,7.7076081950217485,EPL,2022
6853,Rúben Neves,35,3022,6,5.0062854727730155,1,1.8384296027943492,67,32,12,0,D M S,Wolverhampton Wanderers,3,2.7227791724726558,10.452420154586434,8.169478697702289,EPL,2022
8291,Daniel Podence,32,1769,6,3.7195267919451,0,2.4171172585338354,43,37,5,0,F M S,Wolverhampton Wanderers,6,3.7195267919451,7.612551175057888,2.9080893266946077,EPL,2022
8941,Jacob Ramsey,35,2675,6,5.228078290820122,7,5.728406075388193,33,42,5,0,M S,Aston Villa,6,5.228078290820122,14.287118025124073,6.712041646242142,EPL,2022
10177,Evan Ferguson,19,950,6,5.667327303439379,2,0.6870213840156794,36,11,1,0,F S,Brighton,6,5.667327303439379,8.419608421623707,2.7216656310483813,EPL,2022
531,Michail Antonio,33,1847,5,7.201865157112479,3,1.6608268171548843,39,15,2,0,F S,West Ham,5,7.201865157112479,5.891749322414398,1.3007178837433457,EPL,2022
620,Kelechi Iheanacho,28,1120,5,6.133550511673093,5,3.7054135501384735,39,22,0,0,F M S,Leicester,4,5.372381644323468,9.021692022681236,1.8175414633005857,EPL,2022
675,Jack Grealish,28,2083,5,4.998198181390762,7,7.464956499636173,41,50,3,0,F M S,Manchester City,5,4.998198181390762,18.557112345471978,8.295533634722233,EPL,2022
700,Willian,27,2174,5,3.383236724883318,5,5.042201226577163,41,51,2,0,M S,Fulham,5,3.383236724883318,9.590186490677297,3.7871379032731056,EPL,2022
750,Riyad Mahrez,30,1941,5,5.864552567712963,10,6.157492842525244,43,51,2,0,F M S,Manchester City,4,5.1033805115148425,18.33359582722187,11.644092932343483,EPL,2022
1726,Abdoulaye Doucouré,25,1519,5,3.2140165455639362,2,2.4725133273750544,20,22,6,1,M S,Everton,5,3.2140165455639362,5.765182003378868,1.7658195812255144,EPL,2022
2182,Jefferson Lerma,37,3263,5,3.1550366831943393,0,2.628147560171783,35,18,7,0,D M,Bournemouth,5,3.1550366831943393,7.719455648213625,5.278287973254919,EPL,2022
2203,Emiliano Buendía,38,2446,5,5.6266536470502615,2,4.373138631694019,49,40,0,0,F M S,Aston Villa,5,5.6266536470502615,15.272164912894368,7.626095078885555,EPL,2022
3697,Odsonne Edouard,35,1819,5,5.535292422398925,2,1.2745107971131802,39,17,3,0,F M S,Crystal Palace,5,5.535292422398925,7.545081002637744,2.812871368601918,EPL,2022
6108,Rodrigo Bentancur,18,1516,5,2.4369436921551824,2,0.6443385947495699,15,11,8,0,M S,Tottenham,5,2.4369436921551824,8.615036329254508,6.708776051178575,EPL,2022
6857,Morgan Gibbs-White,37,3170,5,6.6556903049349785,8,7.807910647243261,62,67,6,0,F M S,"Nottingham Forest,Wolverhampton Wanderers",3,5.133352592587471,13.668892225250602,4.559631913900375,EPL,2022
7166,Mathias Jensen,37,2898,5,1.9304941780865192,6,3.59164313133806,23,48,5,0,M,Brentford,5,1.9304941780865192,9.594746176153421,6.600326562300324,EPL,2022
7395,Carlos Vinicius,28,1079,5,3.5915758907794952,2,0.5233518667519093,21,8,3,0,F S,Fulham,5,3.5915758907794952,5.013299356214702,1.3816988291218877,EPL,2022
7700,Che Adams,28,2019,5,7.306276918388903,3,2.7257514875382185,47,24,1,0,F M S,Southampton,5,7.306276918388903,11.955216951668262,4.128748474642634,EPL,2022
8720,Jack Harrison,36,2793,5,5.013850751332939,7,5.010656230151653,39,53,2,0,D F M S,Leeds,5,5.013850751332939,11.75817795842886,4.768079791218042,EPL,2022
10741,Marcus Tavernier,23,1770,5,3.9280984150245786,4,2.7044622469693422,37,17,1,0,D M S,Bournemouth,5,3.9280984150245786,7.433676986023784,2.7403341960161924,EPL,2022
10804,Deniz Undav,22,594,5,5.5473707262426615,0,1.1680052187293768,27,8,2,0,F M S,Brighton,5,5.5473707262426615,7.276752598583698,1.4865605253726244,EPL,2022
10866,Luis Sinisterra,19,891,5,3.3617069628089666,0,0.38904310017824173,28,9,1,1,F M S,Leeds,5,3.3617069628089666,5.349757798016071,2.453906362876296,EPL,2022
343,Pierre-Emile Højbjerg,35,3137,4,1.5295524531975389,5,3.1992804715409875,33,30,5,0,M,Tottenham,4,1.5295524531975389,15.63659394159913,11.95062574185431,EPL,2022
672,Jordan Ayew,38,2738,4,2.751328118145466,3,3.050740525126457,32,30,5,0,F M S,Crystal Palace,4,2.751328118145466,7.421665016561747,3.225975366309285,EPL,2022
762,Demarai Gray,33,2520,4,6.325153514742851,1,3.608845199458301,59,36,3,0,F M S,Everton,2,4.802815888077021,9.126681806519628,3.215145505964756,EPL,2022
822,Patrick Bamford,28,1523,4,9.774512918666005,2,1.0358418971300125,50,12,3,0,F S,Leeds,4,8.252171130850911,8.993882125243545,1.0394691042602062,EPL,2022
922,Andreas Pereira,33,2765,4,6.4268809938803315,6,4.836930306628346,62,60,8,0,M,Fulham,3,5.665711977519095,10.155083853751421,4.31409253180027,EPL,2022
2248,Casemiro,28,2127,4,3.140908549539745,3,3.8724323799833655,34,28,7,2,M S,Manchester United,4,3.140908549539745,18.88839770667255,13.882083844393492,EPL,2022
3635,Bernardo Silva,34,2194,4,2.2564154639840126,5,3.916250504553318,25,30,5,0,D F M S,Manchester City,4,2.2564154639840126,17.542014747858047,13.04661456309259,EPL,2022
5221,Leon Bailey,33,2031,4,4.778411947190762,4,5.5339578883722425,51,30,4,0,F M S,Aston Villa,4,4.778411947190762,13.001362528651953,3.578845404088497,EPL,2022
5553,Declan Rice,37,3268,4,2.2349475855007768,1,2.33805207721889,36,36,5,0,M S,West Ham,4,1.4737785691395402,10.850467165000737,8.603918568231165,EPL,2022
6063,Jacob Murphy,36,1215,4,3.6970865204930305,2,2.6827865578234196,29,20,0,0,F S,Newcastle United,4,3.6970865204930305,10.11375443264842,4.066189099103212,EPL,2022
6482,Eddie Nketiah,30,1017,4,9.223067251965404,1,1.481980249285698,41,9,3,0,F S,Arsenal,4,9.223067251965404,10.200598530471325,1.7821177616715431,EPL,2022
6827,Bobby Reid,36,2511,4,4.2260939590632915,1,1.5008238069713116,31,18,8,0,D F M S,Fulham,4,4.2260939590632915,8.135475918650627,3.868883727118373,EPL,2022
7365,Lucas Paquetá,28,2209,4,5.04679605551064,3,2.8692219518125057,53,32,5,0,F M S,West Ham,3,4.285627054050565,9.569089142605662,4.352459283545613,EPL,2022
7892,João Félix,16,953,4,4.288620352745056,0,0.6466051954776049,46,6,1,1,F M S,Chelsea,4,4.288620352745056,5.620456300675869,2.0359091740101576,EPL,2022
8150,Anthony Gordon,32,1564,4,5.549364037811756,0,1.411392219364643,34,14,7,0,F M S,"Everton,Newcastle United",4,5.549364037811756,7.685043416917324,1.7389676179736853,EPL,2022
8327,Bruno Guimarães,32,2762,4,2.726729958318174,5,3.8061026968061924,28,42,7,0,M,Newcastle United,4,2.726729958318174,16.498836187645793,13.379123143851757,EPL,2022
9492,Crysencio Summerville,28,1391,4,3.5592077020555735,2,1.4241413976997137,29,16,4,0,F M S,Leeds,4,3.5592077020555735,6.061167903244495,1.573473684489727,EPL,2022
9738,Patson Daka,30,1164,4,4.064196912571788,4,2.733729289844632,30,17,2,0,F M S,Leicester,4,4.064196912571788,8.224425293505192,1.5247648544609547,EPL,2022
10405,Josh Dasilva,36,1374,4,1.5916067343205214,2,2.0804033745080233,18,12,1,0,M S,Brentford,4,1.5916067343205214,6.89354763738811,3.8618766255676746,EPL,2022
10408,Luis Díaz,17,997,4,3.5687112770974636,2,1.9563428275287151,27,13,2,0,F M S,Liverpool,4,3.5687112770974636,9.511094518005848,4.636049032211304,EPL,2022
10716,Manor Solomon,19,536,4,1.042859235778451,0,0.32499892730265856,11,6,0,0,M S,Fulham,4,1.042859235778451,1.434320348314941,0.7428273241966963,EPL,2022
10743,Kieffer Moore,27,1273,4,4.823006581515074,0,0.5260727815330029,23,5,1,0,F S,Bournemouth,4,4.823006581515074,5.6683560106903315,1.6416367096826434,EPL,2022
11058,Julio Enciso,20,798,4,4.214253352954984,2,1.779839888215065,38,13,1,0,F M S,Brighton,4,4.214253352954984,8.684670090675354,2.9589081732556224,EPL,2022
11094,Antony,25,1841,4,5.857848301529884,2,2.3707856694236398,72,28,5,0,F M S,Manchester United,4,5.857848301529884,13.837641645222902,7.11214586161077,EPL,2022
11297,Carlos Alcaraz,18,1050,4,1.9036163073033094,2,0.8085567876696587,24,5,3,0,F M S,Southampton,4,1.9036163073033094,3.896246693097055,1.4693974861875176,EPL,2022
755,Jamie Vardy,37,1832,3,6.644154226407409,4,1.7369483597576618,28,14,1,0,F S,Leicester,3,5.882985373958945,8.837213728576899,1.4230754468590021,EPL,2022
757,Jeffrey Schlupp,34,2562,3,3.445598446764052,1,2.2960132341831923,28,18,7,0,D M S,Crystal Palace,3,3.445598446764052,6.818669021129608,4.326487619429827,EPL,2022
833,Virgil van Dijk,32,2839,3,3.122492080554366,1,1.1658173147588968,30,7,3,0,D,Liverpool,3,3.122492080554366,14.182128950953484,14.01483904197812,EPL,2022
910,Harrison Reed,37,2911,3,2.1825738195329905,4,3.5145126404240727,20,35,5,0,M S,Fulham,3,2.1825738195329905,10.140563977882266,5.457994266413152,EPL,2022
1654,Ben Mee,37,3278,3,3.2241614628583193,1,1.680261291563511,27,7,2,0,D,Brentford,3,3.2241614628583193,6.833911487832665,4.696779150515795,EPL,2022
2328,Thomas Partey,33,2484,3,2.229622021317482,0,1.9341314993798733,28,26,5,0,D M S,Arsenal,3,2.229622021317482,17.83293619006872,16.650026205927134,EPL,2022
2335,Pablo Fornals,32,1507,3,1.7289359364658594,1,2.018738079816103,27,19,0,0,F M S,West Ham,3,1.7289359364658594,6.236087362281978,2.813890845514834,EPL,2022
4456,Chris Wood,25,808,3,3.4332568161189556,0,0.36069830134510994,12,6,0,0,F S,"Newcastle United,Nottingham Forest",2,2.672087784856558,3.6325308196246624,1.0803029127418995,EPL,2022
5613,Gabriel,38,3416,3,4.335554586723447,0,0.16631380934268236,32,5,5,0,D,Arsenal,3,4.335554586723447,13.827072959393263,13.442218709737062,EPL,2022
5956,Youri Tielemans,31,2365,3,2.239441570825875,2,4.528865018859506,31,30,4,0,M S,Leicester,2,0.7171045774593949,14.306540120393038,11.20656917989254,EPL,2022
6253,Gianluca Scamacca,16,940,3,2.5387633964419365,0,1.1296455087140203,30,13,3,0,F S,West Ham,3,2.5387633964419365,3.51997191645205,0.5702235978096724,EPL,2022
6492,Reiss Nelson,11,174,3,1.8955533094704151,2,1.2082199901342392,12,8,0,0,S,Arsenal,3,1.8955533094704151,3.4097877740859985,0.669681042432785,EPL,2022
6630,Joe Willock,35,2634,3,7.266156509518623,6,7.388796498999,58,40,1,0,M S,Newcastle United,3,7.266156509518623,17.781154207885265,5.481370575726032,EPL,2022
6665,Curtis Jones,18,1059,3,1.2679023258388042,1,1.010046985000372,15,14,2,0,M S,Liverpool,3,1.2679023258388042,6.753665236756206,4.948233054950833,EPL,2022
6912,Pedro Porro,15,1154,3,1.3973288014531136,3,2.5322364550083876,25,25,0,0,D M S,Tottenham,3,1.3973288014531136,5.9181207716465,2.848248900845647,EPL,2022
7768,Mason Mount,24,1682,3,2.1364672761410475,2,3.0019248109310865,33,29,4,0,F M S,Chelsea,3,2.1364672761410475,7.29792560543865,4.2961919931694865,EPL,2022
8845,Hee-Chan Hwang,27,1117,3,2.164069874212146,1,0.8787439614534378,18,10,1,0,F M S,Wolverhampton Wanderers,3,2.164069874212146,3.7333290316164494,0.9231963371858001,EPL,2022
9040,Conor Gallagher,35,1590,3,2.5371697302907705,1,2.6282018795609474,28,21,9,1,M S,Chelsea,3,2.5371697302907705,8.282571202144027,3.5983629543334246,EPL,2022
9678,Ethan Pinnock,30,2700,3,3.5859055295586586,0,0.6192105077207088,15,8,0,0,D,Brentford,3,3.5859055295586586,5.026158023625612,4.340199567377567,EPL,2022
9680,Vitaly Janelt,35,2206,3,2.191264372318983,1,1.4620734620839357,14,16,3,0,D M S,Brentford,3,2.191264372318983,7.5696020424366,5.46771614253521,EPL,2022
10552,Alejandro Garnacho,19,555,3,3.8779171984642744,2,1.1436776779592037,24,3,3,0,M S,Manchester United,3,3.8779171984642744,6.564013659954071,1.711940459907055,EPL,2022
10715,João Palhinha,35,3124,3,2.6951698008924723,0,0.275451373308897,38,7,14,0,M,Fulham,3,2.6951698008924723,5.985029879026115,5.4245135728269815,EPL,2022
10746,Jaidon Anthony,30,1204,3,1.7566156624816358,1,0.9099286124110222,21,12,2,0,D M S,Bournemouth,3,1.7566156624816358,3.6877835537306964,2.180652843788266,EPL,2022
10750,Rasmus Kristensen,26,1964,3,0.789253355935216,1,1.2889635181054473,13,8,4,0,D M S,Leeds,3,0.789253355935216,4.219320389442146,3.0240348298102617,EPL,2022
11317,Danilo,13,999,3,1.6606165627017617,2,0.8088494967669249,15,9,1,0,M S,Nottingham Forest,3,1.6606165627017617,2.9866478964686394,0.7929538227617741,EPL,2022
486,Adam Lallana,16,742,2,1.1926603838801384,1,0.9687040857970715,8,14,0,0,F M S,Brighton,2,1.1926603838801384,3.4976200629025698,1.924544109031558,EPL,2022
500,Alex Iwobi,38,3388,2,2.7482709400355816,7,6.127815451472998,42,64,2,0,F M,Everton,2,2.7482709400355816,13.531792795285583,7.712628765031695,EPL,2022
503,Theo Walcott,20,1149,2,3.126369597390294,2,1.8109254278242588,20,15,1,0,F M S,Southampton,2,3.126369597390294,4.903730925172567,0.985082202591002,EPL,2022
586,John Stones,23,1852,2,1.3161899587139487,2,1.4483567401766777,11,8,2,0,D M S,Manchester City,2,1.3161899587139487,11.626406718045473,11.451622042804956,EPL,2022
643,Eric Dier,33,2815,2,1.4715977106243372,1,1.6204578075557947,17,7,4,0,D S,Tottenham,2,1.4715977106243372,11.746883509680629,11.003167567774653,EPL,2022
660,Ben Davies,31,2295,2,0.9933742862194777,2,2.469028750434518,14,20,4,0,D S,Tottenham,2,0.9933742862194777,8.73275038599968,7.62914814800024,EPL,2022
695,Bertrand Traoré,8,216,2,0.856813095510006,0,0.06989339739084244,9,1,1,0,M S,Aston Villa,2,0.856813095510006,1.9170579137280583,1.0958947828039527,EPL,2022
782,Ben Chilwell,23,1418,2,1.465110638178885,2,1.9936782559379935,16,21,3,0,D S,Chelsea,2,1.465110638178885,4.494038670323789,3.5327052902430296,EPL,2022
900,Adama Traoré,34,1452,2,1.420078607276082,1,3.1472194120287895,19,23,2,0,F M S,Wolverhampton Wanderers,2,1.420078607276082,6.109330745413899,1.6365119582042098,EPL,2022
935,Kurt Zouma,25,1990,2,2.125173594802618,0,0.05687969923019409,19,1,0,0,D S,West Ham,2,2.125173594802618,2.5968139097094536,2.470027904957533,EPL,2022
1376,Kalidou Koulibaly,23,1809,2,1.0540769854560494,1,0.305135702714324,11,7,5,1,D S,Chelsea,2,1.0540769854560494,7.3524027690291405,7.254468761384487,EPL,2022
1389,Jorginho,32,2138,2,1.7956794500350952,1,0.5555977635085583,11,12,4,0,M S,"Arsenal,Chelsea",0,0.27334141731262207,11.183870004490018,10.591356659308076,EPL,2022
1791,Trent Alexander-Arnold,37,2954,2,1.8788890931755304,9,13.222441317513585,40,71,5,0,D S,Liverpool,2,1.8788890931755304,21.868592441082,16.189754247665405,EPL,2022
2379,João Cancelo,17,1289,2,0.5918373949825764,1,0.8360136020928621,17,12,3,1,D M S,Manchester City,2,0.5918373949825764,8.179260186851025,7.247300129383802,EPL,2022
2496,Rodri,36,2938,2,4.119232214987278,6,4.539481725543737,50,32,5,0,D M S,Manchester City,2,4.119232214987278,26.801972568035126,23.071657463908195,EPL,2022
4419,Adam Armstrong,30,1333,2,2.4375014984980226,1,1.730416551232338,25,11,2,0,F M S,Southampton,2,2.4375014984980226,4.704243279993534,1.2918517235666513,EPL,2022
5555,Dominic Calvert-Lewin,17,1197,2,6.498087804764509,1,1.2365073096007109,31,9,3,0,F S,Everton,1,5.736918967217207,8.038987591862679,1.9899096544831991,EPL,2022
5595,Daniel James,24,790,2,2.1174327954649925,1,1.5898781195282936,16,8,0,0,F M S,"Fulham,Leeds",2,2.1174327954649925,4.573668692260981,1.5260148122906685,EPL,2022
5596,Harry Wilson,29,1087,2,1.8703890815377235,3,1.3884916454553604,18,12,1,0,M S,Fulham,2,1.8703890815377235,5.573958999477327,2.747893917374313,EPL,2022
5735,Jean-Philippe Mateta,29,717,2,3.3088645320385695,0,0.4064396023750305,28,5,3,0,F S,Crystal Palace,2,3.3088645320385695,4.657251037657261,1.3217991441488266,EPL,2022
6157,Timothy Castagne,37,3257,2,1.9257993642240763,3,3.172707935795188,18,21,3,0,D S,Leicester,2,1.9257993642240763,11.603145258501172,8.605382116511464,EPL,2022
6500,Romain Perraud,29,1842,2,1.2091420125216246,2,2.2668228521943092,29,15,4,0,D M S,Southampton,2,1.2091420125216246,4.521617898717523,2.6945367883890867,EPL,2022
6521,Yerry Mina,7,606,2,1.6610938757658005,0,0.08433612436056137,8,1,2,0,D,Everton,2,1.6610938757658005,0.7217651586979628,0.1148442979902029,EPL,2022
6691,Dejan Kulusevski,30,2120,2,2.6102962754666805,7,5.4827206544578075,43,47,2,0,F M S,Tottenham,2,2.6102962754666805,9.842267464846373,4.0003888993524015,EPL,2022
6817,Fred,35,1207,2,2.2472731824964285,2,2.549862952902913,26,30,6,0,M S,Manchester United,2,2.2472731824964285,12.157874770462513,8.124852128326893,EPL,2022
6835,Tom Cairney,33,929,2,1.5491938758641481,0,1.6246961504220963,21,12,2,0,M S,Fulham,2,1.5491938758641481,5.840297954156995,3.5059372931718826,EPL,2022
6837,Ryan Sessegnon,17,810,2,2.117515377700329,0,1.040791004896164,18,6,4,0,D S,Tottenham,2,2.117515377700329,4.331894390285015,2.0439960788935423,EPL,2022
6888,William Saliba,27,2418,2,0.8184554874897003,1,1.120013577863574,6,6,4,0,D,Arsenal,2,0.8184554874897003,9.701152380555868,9.49210711196065,EPL,2022
6893,Stuart Armstrong,32,1408,2,2.106476968154311,1,2.606352062895894,23,18,6,0,M S,Southampton,2,2.106476968154311,6.877064095810056,2.4147079661488533,EPL,2022
6935,Naif Aguerd,18,1600,2,2.5115839689970016,0,0.6282200030982494,12,6,4,0,D S,West Ham,2,2.5115839689970016,1.3947869138792157,1.2775431917980313,EPL,2022
