feature,class_label,mean_abs_shap
xg_def_gap_avg5,Draw,0.021194294297260538
log_xg_ratio_avg5,Draw,0.015807681899343153
home_goals_for_avg5,Draw,0.0
home_goals_against_avg5,Draw,0.014747726423107099
away_goals_for_avg5,Draw,0.010277980752258248
away_goals_against_avg5,Draw,0.0050157638550425545
elo_home_pre,Draw,0.019084787625974663
elo_away_pre,Draw,0.016814016025451323
elo_mean_pre,Draw,0.10238246383021271
elo_gap_pre,Draw,0.0
elo_home_expectation,Draw,0.0
elo_expectation_gap,Draw,0.0
home_goal_diff_std5,Away Win,0.014834136178903288
away_goal_diff_std5,Away Win,0.0068626416954522314
goal_diff_std_gap5,Away Win,0.010407585737497236
home_goal_diff_exp_decay,Away Win,0.012900562832597646
away_goal_diff_exp_decay,Away Win,0.01281457818470275
goal_diff_exp_decay_gap,Away Win,0.01221897411592461
home_xg_diff_std5,Away Win,0.0035805016649731753
away_xg_diff_std5,Away Win,0.011420098274930679
xg_diff_std_gap5,Away Win,0.04768638678919524
home_xg_diff_exp_decay,Away Win,0.007307409508526327
away_xg_diff_exp_decay,Away Win,0.016610778071933126
xg_diff_exp_decay_gap,Away Win,0.03755086704678831
home_shot_diff_std5,Away Win,0.013442106766936676
away_shot_diff_std5,Away Win,0.01174403254687786
shot_diff_std_gap5,Away Win,0.011466063553591564
home_shot_diff_exp_decay,Away Win,0.013021707418809335
away_shot_diff_exp_decay,Away Win,0.03154679714332646
shot_diff_exp_decay_gap,Away Win,0.045801984495079766
home_recent_games_frac,Away Win,0.0032107231215884238
away_recent_games_frac,Away Win,0.002471783423982561
home_shots_for_avg5,Away Win,0.009135386996530005
home_shots_allowed_avg5,Away Win,0.027992597384745015
away_shots_for_avg5,Away Win,0.003373933263635258
away_shots_allowed_avg5,Away Win,0.005227093486177424
shot_vol_gap_avg5,Away Win,0.04412388063498462
shot_suppress_gap_avg5,Away Win,0.07557584850808301
log_shot_ratio_avg5,Away Win,0.003225793020116787
shots_tempo_avg5,Away Win,0.008725896131449066
att_gap_avg5,Away Win,0.014646480388318499
def_gap_avg5,Away Win,0.013741767567986007
points_gap_avg5,Away Win,0.022490843095056112
xg_att_gap_avg5,Away Win,0.05260971911616316
xg_def_gap_avg5,Away Win,0.05756256653283102
log_xg_ratio_avg5,Away Win,0.0
home_goals_for_avg5,Away Win,0.00976934294666474
home_goals_against_avg5,Away Win,0.004963872450031342
away_goals_for_avg5,Away Win,0.008884189026554426
away_goals_against_avg5,Away Win,0.016622271717289305
elo_home_pre,Away Win,0.035520621437579405
elo_away_pre,Away Win,0.027465578480685753
elo_mean_pre,Away Win,0.050193191462584476
elo_gap_pre,Away Win,0.20025208614425902
elo_home_expectation,Away Win,0.08463545491701614
elo_expectation_gap,Away Win,0.0
