match_id,date,home_team,away_team,home_goals,away_goals,dr_pre,p_home,p_draw,p_away,k_eff,home_elo_post,away_elo_post
19712,2022-09-10 19:00:00,Marseille,Lille,2,1,62.03,0.4171,0.3238,-0.158,0.71,1502.92,1500.29
19715,2022-09-11 11:00:00,Strasbourg,Clermont Foot,0,0,59.42,0.4122,0.3265,-0.151,1.056,1499.26,1499.99
19708,2022-09-11 13:00:00,Ajaccio,Nice,0,1,58.96,0.4114,0.327,-0.1497,0.713,1497.47,1499.33
19710,2022-09-11 13:00:00,Angers,Montpellier,2,1,57.54,0.4087,0.3285,-0.1459,0.713,1497.92,1499.77
19711,2022-09-11 13:00:00,Lorient,Nantes,3,2,61.58,0.4162,0.3243,-0.1568,0.712,1501.33,1499.16
19717,2022-09-11 13:00:00,Toulouse,Reims,1,0,59.48,0.4123,0.3265,-0.1511,0.713,1499.19,1499.1
19716,2022-09-11 15:05:00,Rennes,Auxerre,5,0,61.11,0.4154,0.3248,-0.1555,1.654,1500.94,1498.43
19709,2022-09-11 18:45:00,Monaco,Lyon,2,1,57.97,0.4095,0.3281,-0.1471,0.713,1499.68,1501.1
19718,2022-09-16 19:00:00,Auxerre,Lorient,1,3,57.1,0.4079,0.3289,-0.1447,1.146,1497.77,1501.99
19722,2022-09-17 15:00:00,Montpellier,Strasbourg,2,1,60.51,0.4142,0.3254,-0.1539,0.724,1500.07,1498.95
19721,2022-09-17 19:00:00,Lille,Toulouse,2,1,61.1,0.4153,0.3248,-0.1555,0.724,1500.59,1498.88
19727,2022-09-18 11:00:00,Reims,Monaco,0,3,59.42,0.4122,0.3265,-0.151,1.453,1498.27,1500.52
19719,2022-09-18 13:00:00,Clermont Foot,Troyes,1,3,60.87,0.4149,0.3251,-0.1549,1.151,1499.33,1499.78
19723,2022-09-18 13:00:00,Nice,Angers,0,1,61.41,0.4159,0.3245,-0.1563,0.726,1498.91,1498.34
19725,2022-09-18 13:00:00,Marseille,Rennes,1,1,61.98,0.417,0.3239,-0.1578,1.076,1502.83,1501.02
19726,2022-09-18 13:00:00,Brest,Ajaccio,0,1,61.04,0.4152,0.3249,-0.1553,0.726,1498.09,1497.89
19720,2022-09-18 15:05:00,Nantes,Lens,0,0,56.79,0.4073,0.3293,-0.1439,1.076,1499.08,1502.44
19724,2022-09-18 18:45:00,Lyon,Paris Saint Germain,0,1,56.98,0.4077,0.3291,-0.1444,0.727,1500.69,1504.54
19731,2022-09-30 19:00:00,Angers,Marseille,0,3,55.5,0.4049,0.3306,-0.1405,1.504,1497.48,1503.69
19735,2022-10-01 15:00:00,Strasbourg,Rennes,1,3,57.93,0.4094,0.3281,-0.147,1.194,1498.27,1501.71
19733,2022-10-01 19:00:00,Paris Saint Germain,Nice,2,1,65.63,0.4238,0.3201,-0.1677,0.751,1504.85,1498.6
19732,2022-10-02 11:00:00,Lorient,Lille,2,1,61.4,0.4159,0.3245,-0.1563,0.754,1502.31,1500.27
19728,2022-10-02 13:00:00,Ajaccio,Clermont Foot,1,3,58.56,0.4106,0.3274,-0.1487,1.197,1497.2,1500.02
19729,2022-10-02 13:00:00,Auxerre,Brest,1,1,59.68,0.4127,0.3263,-0.1517,1.119,1497.69,1498.18
19736,2022-10-02 13:00:00,Toulouse,Montpellier,4,2,58.81,0.4111,0.3272,-0.1493,1.197,1499.39,1499.56
19737,2022-10-02 13:00:00,Troyes,Reims,2,2,61.52,0.4161,0.3244,-0.1566,1.119,1499.7,1498.36
19730,2022-10-02 15:05:00,Monaco,Nantes,4,1,61.44,0.416,0.3245,-0.1564,1.509,1501.15,1498.44
19734,2022-10-02 18:45:00,Lens,Lyon,1,0,61.76,0.4166,0.3241,-0.1573,0.754,1502.76,1500.37
19743,2022-10-07 19:00:00,Lyon,Toulouse,1,1,60.98,0.4151,0.3249,-0.1551,1.134,1500.28,1499.48
19744,2022-10-08 15:00:00,Marseille,Ajaccio,1,2,66.49,0.4254,0.3192,-0.17,0.765,1503.24,1497.65
19747,2022-10-08 19:00:00,Reims,Paris Saint Germain,0,0,53.5,0.4012,0.3326,-0.1351,1.137,1498.28,1504.93
19741,2022-10-09 11:00:00,Montpellier,Monaco,0,2,58.41,0.4103,0.3276,-0.1483,1.22,1498.86,1501.85
19738,2022-10-09 13:00:00,Angers,Strasbourg,2,3,59.21,0.4118,0.3268,-0.1504,0.77,1497.04,1498.71
19739,2022-10-09 13:00:00,Clermont Foot,Auxerre,2,1,62.33,0.4176,0.3235,-0.1588,0.769,1500.34,1497.37
19742,2022-10-09 13:00:00,Nice,Troyes,3,2,58.9,0.4112,0.3271,-0.1496,0.77,1498.93,1499.37
19745,2022-10-09 13:00:00,Brest,Lorient,1,2,55.87,0.4056,0.3302,-0.1414,0.771,1497.74,1502.75
19746,2022-10-09 15:05:00,Rennes,Nantes,3,0,63.27,0.4194,0.3226,-0.1613,1.536,1502.35,1497.8
19740,2022-10-09 18:45:00,Lille,Lens,1,0,57.51,0.4087,0.3285,-0.1458,0.77,1500.6,1502.43
19754,2022-10-14 19:00:00,Strasbourg,Lille,0,3,58.11,0.4098,0.3279,-0.1474,1.561,1497.81,1501.5
19750,2022-10-15 15:00:00,Lorient,Reims,0,0,64.47,0.4216,0.3213,-0.1646,1.159,1502.65,1498.37
19753,2022-10-15 19:00:00,Lens,Montpellier,1,0,63.57,0.4199,0.3223,-0.1621,0.781,1502.76,1498.54
19756,2022-10-16 11:00:00,Toulouse,Angers,3,2,62.44,0.4178,0.3234,-0.1591,0.783,1499.81,1496.71
19748,2022-10-16 13:00:00,Auxerre,Nice,1,1,58.44,0.4104,0.3276,-0.1483,1.162,1497.28,1499.01
19751,2022-10-16 13:00:00,Nantes,Brest,4,1,60.06,0.4134,0.3259,-0.1527,1.568,1498.46,1497.07
19755,2022-10-16 13:00:00,Rennes,Lyon,3,2,62.07,0.4171,0.3238,-0.1581,0.784,1502.68,1499.95
19757,2022-10-16 13:00:00,Troyes,Ajaccio,1,1,61.72,0.4165,0.3242,-0.1571,1.162,1499.28,1497.74
19749,2022-10-16 15:05:00,Monaco,Clermont Foot,1,1,61.51,0.4161,0.3244,-0.1566,1.162,1501.76,1500.43
19752,2022-10-16 18:45:00,Paris Saint Germain,Marseille,1,0,61.69,0.4164,0.3242,-0.1571,0.784,1505.26,1502.91
19758,2022-10-21 19:00:00,Ajaccio,Paris Saint Germain,0,3,52.48,0.3994,0.3337,-0.1324,1.595,1496.84,1506.17
19762,2022-10-22 15:00:00,Montpellier,Lyon,1,2,58.59,0.4107,0.3274,-0.1487,0.798,1498.08,1500.41
19764,2022-10-22 19:00:00,Marseille,Lens,0,1,60.15,0.4136,0.3258,-0.1529,0.797,1502.45,1503.22
19759,2022-10-23 11:00:00,Angers,Rennes,1,2,54.03,0.4022,0.3321,-0.1365,0.802,1496.25,1503.14
19760,2022-10-23 13:00:00,Clermont Foot,Brest,1,3,63.36,0.4195,0.3225,-0.1616,1.265,1499.7,1497.81
19765,2022-10-23 13:00:00,Reims,Auxerre,2,1,61.09,0.4153,0.3248,-0.1555,0.799,1498.71,1496.94
19766,2022-10-23 13:00:00,Toulouse,Strasbourg,2,2,61.99,0.417,0.3239,-0.1579,1.185,1499.72,1497.91
19767,2022-10-23 13:00:00,Troyes,Lorient,2,2,56.63,0.407,0.3294,-0.1435,1.185,1499.19,1502.74
19763,2022-10-23 15:05:00,Nice,Nantes,1,1,60.55,0.4143,0.3254,-0.154,1.185,1498.92,1498.55
19761,2022-10-23 18:45:00,Lille,Monaco,4,3,59.74,0.4128,0.3262,-0.1518,0.8,1501.84,1501.42
19774,2022-10-28 19:00:00,Lens,Toulouse,3,0,63.5,0.4198,0.3223,-0.162,1.618,1503.9,1499.04
19773,2022-10-29 15:00:00,Paris Saint Germain,Troyes,4,3,66.97,0.4263,0.3187,-0.1713,0.81,1506.5,1498.86
19775,2022-10-29 19:00:00,Strasbourg,Marseille,2,2,55.45,0.4048,0.3306,-0.1403,1.204,1497.82,1502.54
19768,2022-10-30 12:00:00,Auxerre,Ajaccio,1,0,60.1,0.4135,0.3258,-0.1528,0.815,1497.29,1496.5
19769,2022-10-30 14:00:00,Monaco,Angers,2,0,65.17,0.4229,0.3206,-0.1665,1.289,1501.96,1495.72
19771,2022-10-30 14:00:00,Nantes,Clermont Foot,1,1,58.86,0.4112,0.3271,-0.1495,1.208,1498.46,1499.79
19776,2022-10-30 14:00:00,Brest,Reims,0,0,59.09,0.4116,0.3269,-0.1501,1.208,1497.72,1498.8
19777,2022-10-30 14:00:00,Rennes,Montpellier,3,0,65.06,0.4227,0.3207,-0.1662,1.626,1503.82,1497.4
19770,2022-10-30 16:05:00,Lorient,Nice,1,2,63.82,0.4204,0.322,-0.1628,0.814,1502.26,1499.39
19772,2022-10-30 19:45:00,Lyon,Lille,1,0,58.57,0.4106,0.3274,-0.1487,0.815,1500.76,1501.49
19787,2022-11-04 20:00:00,Troyes,Auxerre,1,1,61.57,0.4162,0.3243,-0.1567,1.228,1498.76,1497.38
19778,2022-11-05 16:00:00,Ajaccio,Strasbourg,4,2,58.67,0.4108,0.3273,-0.149,1.314,1497.05,1497.26
19779,2022-11-05 20:00:00,Angers,Lens,1,2,51.82,0.3981,0.3344,-0.1306,0.834,1495.24,1504.37
19781,2022-11-06 12:00:00,Lorient,Paris Saint Germain,1,2,55.76,0.4054,0.3303,-0.1412,0.832,1501.79,1506.98
19780,2022-11-06 14:00:00,Clermont Foot,Montpellier,1,1,62.38,0.4177,0.3235,-0.1589,1.231,1499.69,1497.5
19783,2022-11-06 14:00:00,Nice,Brest,1,0,61.68,0.4164,0.3242,-0.157,0.83,1499.74,1497.37
19785,2022-11-06 14:00:00,Reims,Nantes,1,0,60.34,0.4139,0.3256,-0.1534,0.831,1499.15,1498.11
19786,2022-11-06 14:00:00,Toulouse,Monaco,0,2,57.08,0.4079,0.329,-0.1447,1.318,1498.28,1502.71
19782,2022-11-06 16:05:00,Lille,Rennes,1,1,57.67,0.409,0.3284,-0.1463,1.231,1501.4,1503.91
19784,2022-11-06 19:45:00,Marseille,Lyon,1,0,61.78,0.4166,0.3241,-0.1573,0.83,1502.89,1500.41
19792,2022-11-11 20:00:00,Lyon,Nice,1,1,60.66,0.4145,0.3253,-0.1543,1.252,1500.31,1499.84
19794,2022-11-12 16:00:00,Lens,Clermont Foot,2,1,64.68,0.422,0.3211,-0.1651,0.843,1504.72,1499.34
19797,2022-11-12 20:00:00,Rennes,Toulouse,2,1,65.62,0.4238,0.3201,-0.1677,0.845,1504.26,1497.93
19793,2022-11-13 12:00:00,Paris Saint Germain,Auxerre,5,0,69.59,0.4312,0.316,-0.1785,1.958,1507.78,1496.58
19789,2022-11-13 14:00:00,Nantes,Ajaccio,2,2,61.06,0.4153,0.3249,-0.1554,1.255,1498.01,1497.15
19790,2022-11-13 14:00:00,Lille,Angers,1,0,66.16,0.4248,0.3196,-0.1691,0.844,1501.75,1494.89
19791,2022-11-13 14:00:00,Montpellier,Reims,1,1,58.34,0.4102,0.3277,-0.1481,1.255,1497.41,1499.25
19796,2022-11-13 14:00:00,Brest,Troyes,2,1,58.6,0.4107,0.3274,-0.1488,0.847,1497.73,1498.4
19795,2022-11-13 16:05:00,Strasbourg,Lorient,1,1,55.48,0.4049,0.3306,-0.1404,1.255,1497.18,1501.88
19788,2022-11-13 19:45:00,Monaco,Marseille,2,3,59.83,0.413,0.3261,-0.1521,0.847,1502.23,1503.38
19798,2022-12-28 14:00:00,Ajaccio,Angers,1,0,62.26,0.4175,0.3236,-0.1586,0.957,1497.55,1494.49
19807,2022-12-28 14:00:00,Troyes,Nantes,0,0,60.39,0.414,0.3256,-0.1536,1.42,1498.29,1498.12
19799,2022-12-28 16:00:00,Auxerre,Monaco,2,3,54.35,0.4028,0.3318,-0.1374,0.96,1496.03,1502.77
19800,2022-12-28 18:00:00,Clermont Foot,Lille,0,2,57.58,0.4088,0.3284,-0.146,1.52,1498.46,1502.62
19804,2022-12-28 20:00:00,Paris Saint Germain,Strasbourg,2,1,70.6,0.4331,0.3149,-0.1812,0.956,1508.17,1496.78
19805,2022-12-28 20:00:00,Brest,Lyon,2,4,57.42,0.4085,0.3286,-0.1456,1.524,1496.85,1501.18
19801,2022-12-29 16:00:00,Lorient,Montpellier,0,2,64.47,0.4216,0.3213,-0.1646,1.519,1500.99,1498.29
19806,2022-12-29 18:00:00,Reims,Rennes,3,1,54.99,0.404,0.3311,-0.1391,1.526,1499.9,1503.6
19802,2022-12-29 20:00:00,Nice,Lens,0,0,55.12,0.4042,0.331,-0.1394,1.427,1499.74,1504.82
19803,2022-12-29 20:00:00,Marseille,Toulouse,6,1,65.44,0.4235,0.3203,-0.1672,2.231,1504.3,1497.0
19808,2023-01-01 14:00:00,Monaco,Brest,1,0,65.92,0.4243,0.3198,-0.1685,0.966,1503.17,1496.45
19809,2023-01-01 14:00:00,Angers,Lorient,1,2,53.5,0.4012,0.3326,-0.1351,0.971,1493.94,1501.54
19810,2023-01-01 14:00:00,Nantes,Auxerre,1,0,62.09,0.4172,0.3238,-0.1581,0.968,1498.53,1495.63
19817,2023-01-01 14:00:00,Toulouse,Ajaccio,2,0,59.45,0.4123,0.3265,-0.151,1.535,1497.65,1496.9
19813,2023-01-01 16:00:00,Lyon,Clermont Foot,0,1,62.72,0.4184,0.3231,-0.1598,0.967,1500.62,1499.03
19814,2023-01-01 19:45:00,Lens,Paris Saint Germain,3,1,56.65,0.4071,0.3294,-0.1435,1.537,1505.48,1507.51
19815,2023-01-02 14:00:00,Strasbourg,Troyes,2,3,58.49,0.4105,0.3275,-0.1485,0.972,1496.23,1498.85
19811,2023-01-02 16:00:00,Lille,Reims,1,1,62.72,0.4184,0.3231,-0.1598,1.439,1502.51,1500.02
19812,2023-01-02 18:00:00,Montpellier,Marseille,1,2,53.99,0.4021,0.3321,-0.1364,0.974,1497.74,1504.86
19816,2023-01-02 20:00:00,Rennes,Nice,2,1,63.86,0.4205,0.322,-0.1629,0.972,1504.01,1499.33
19818,2023-01-11 18:00:00,Ajaccio,Reims,0,1,56.88,0.4075,0.3292,-0.1442,0.997,1496.33,1500.59
19819,2023-01-11 18:00:00,Auxerre,Toulouse,0,5,57.97,0.4095,0.328,-0.1471,2.313,1494.3,1498.98
19820,2023-01-11 18:00:00,Clermont Foot,Rennes,2,1,55.02,0.404,0.3311,-0.1392,0.998,1499.46,1503.58
19822,2023-01-11 18:00:00,Nantes,Lyon,0,0,57.91,0.4094,0.3281,-0.1469,1.475,1498.42,1500.73
19826,2023-01-11 18:00:00,Brest,Lille,0,0,53.94,0.4021,0.3322,-0.1363,1.475,1496.35,1502.61
19821,2023-01-11 20:00:00,Lorient,Monaco,2,2,58.37,0.4102,0.3276,-0.1481,1.479,1501.43,1503.28
19823,2023-01-11 20:00:00,Nice,Montpellier,6,1,61.6,0.4163,0.3243,-0.1568,2.316,1500.31,1496.76
19824,2023-01-11 20:00:00,Paris Saint Germain,Angers,2,0,73.57,0.4388,0.3118,-0.1893,1.572,1508.15,1493.3
19825,2023-01-11 20:00:00,Strasbourg,Lens,2,2,50.75,0.3962,0.3355,-0.1278,1.479,1496.13,1505.57
19827,2023-01-11 20:00:00,Troyes,Marseille,0,2,53.99,0.4021,0.3321,-0.1364,1.586,1497.95,1505.76
19834,2023-01-14 16:00:00,Lens,Auxerre,1,0,71.27,0.4344,0.3142,-0.183,0.999,1505.98,1493.89
19833,2023-01-14 18:00:00,Marseille,Lorient,3,1,64.33,0.4214,0.3215,-0.1642,1.588,1506.42,1500.77
19832,2023-01-14 20:00:00,Lyon,Strasbourg,1,2,64.6,0.4219,0.3212,-0.1649,1.004,1500.15,1496.72
19830,2023-01-15 12:00:00,Lille,Troyes,5,1,64.66,0.422,0.3211,-0.1651,2.332,1503.58,1496.98
19829,2023-01-15 14:00:00,Angers,Clermont Foot,1,2,53.85,0.4019,0.3323,-0.136,1.009,1492.73,1500.03
19831,2023-01-15 14:00:00,Montpellier,Nantes,0,3,58.34,0.4102,0.3277,-0.1481,2.014,1495.6,1499.58
19836,2023-01-15 14:00:00,Reims,Nice,0,0,60.28,0.4138,0.3257,-0.1533,1.491,1500.47,1500.42
19837,2023-01-15 14:00:00,Toulouse,Brest,1,1,62.63,0.4182,0.3232,-0.1596,1.491,1498.86,1496.47
19828,2023-01-15 16:05:00,Monaco,Ajaccio,7,1,66.95,0.4263,0.3187,-0.1713,2.329,1504.25,1495.37
19835,2023-01-15 19:45:00,Rennes,Paris Saint Germain,1,0,55.43,0.4048,0.3307,-0.1403,1.008,1504.01,1507.72
19841,2023-01-27 20:00:00,Lorient,Rennes,2,1,56.76,0.4073,0.3293,-0.1438,1.044,1501.22,1503.56
19847,2023-01-28 16:00:00,Troyes,Lens,1,1,50.99,0.3966,0.3352,-0.1285,1.545,1496.88,1506.08
19843,2023-01-28 20:00:00,Marseille,Monaco,1,1,62.17,0.4173,0.3237,-0.1584,1.55,1506.3,1504.37
19842,2023-01-29 12:00:00,Nice,Lille,1,0,56.84,0.4074,0.3292,-0.144,1.047,1500.87,1503.13
19839,2023-01-29 14:00:00,Auxerre,Montpellier,0,2,58.29,0.4101,0.3277,-0.1479,1.659,1492.94,1496.56
19840,2023-01-29 14:00:00,Clermont Foot,Nantes,0,0,60.45,0.4141,0.3255,-0.1537,1.55,1499.91,1499.7
19845,2023-01-29 14:00:00,Strasbourg,Toulouse,1,2,57.86,0.4093,0.3282,-0.1468,1.047,1496.12,1499.46
19846,2023-01-29 14:00:00,Brest,Angers,4,0,63.74,0.4203,0.3221,-0.1626,2.424,1497.48,1491.71
19838,2023-01-29 16:05:00,Ajaccio,Lyon,0,2,55.22,0.4044,0.3309,-0.1397,1.661,1494.42,1501.09
19844,2023-01-29 19:45:00,Paris Saint Germain,Reims,1,1,67.24,0.4268,0.3184,-0.1721,1.55,1507.58,1500.61
19849,2023-02-01 18:00:00,Angers,Ajaccio,1,2,57.29,0.4083,0.3287,-0.1453,1.056,1491.11,1495.03
19850,2023-02-01 18:00:00,Nantes,Marseille,0,2,53.4,0.4011,0.3327,-0.1349,1.676,1498.75,1507.25
19851,2023-02-01 18:00:00,Lille,Clermont Foot,0,0,63.22,0.4193,0.3226,-0.1612,1.562,1503.01,1500.04
19856,2023-02-01 18:00:00,Reims,Lorient,4,2,59.39,0.4121,0.3266,-0.1509,1.671,1501.32,1500.51
19857,2023-02-01 18:00:00,Toulouse,Troyes,4,1,62.59,0.4181,0.3233,-0.1595,2.106,1500.35,1495.99
19848,2023-02-01 20:00:00,Monaco,Auxerre,3,2,71.43,0.4347,0.3141,-0.1835,1.052,1504.8,1492.51
19852,2023-02-01 20:00:00,Montpellier,Paris Saint Germain,1,3,48.97,0.3929,0.3373,-0.1231,1.684,1495.61,1508.53
19853,2023-02-01 20:00:00,Lyon,Brest,0,0,63.61,0.42,0.3222,-0.1622,1.567,1500.97,1497.61
19854,2023-02-01 20:00:00,Lens,Nice,0,1,65.21,0.423,0.3206,-0.1666,1.055,1505.47,1501.49
19855,2023-02-01 20:00:00,Rennes,Strasbourg,3,0,67.45,0.4272,0.3182,-0.1726,2.107,1504.44,1495.24
19863,2023-02-04 16:00:00,Paris Saint Germain,Toulouse,2,1,68.18,0.4286,0.3175,-0.1746,1.059,1508.97,1499.91
19867,2023-02-04 18:00:00,Troyes,Lyon,1,3,55.03,0.4041,0.3311,-0.1392,1.688,1495.03,1501.93
19866,2023-02-04 20:00:00,Rennes,Lille,1,3,61.43,0.4159,0.3245,-0.1564,1.688,1503.46,1503.98
19860,2023-02-05 12:00:00,Clermont Foot,Monaco,0,2,55.23,0.4044,0.3309,-0.1397,1.693,1499.07,1505.77
