match_id,season,match_datetime_utc,match_outcome_code,outcome_id,forecast_home_win,forecast_draw,forecast_away_win,market_home_edge,market_expected_points_home,market_expected_points_away,market_entropy,market_logit_home,market_max_prob,match_day_index,match_day_of_year_norm,match_weekday_index,match_weekday_Friday,match_weekday_Monday,match_weekday_Saturday,match_weekday_Sunday,match_weekday_Thursday,match_weekday_Tuesday,match_weekday_Wednesday
18282,2022,2022-10-01 11:30:00,H,2,0.6233,0.2347,0.142,0.4812999999999999,2.1046,0.6607,0.9120100076824574,1.4792008862135442,0.6233,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18283,2022,2022-10-01 14:00:00,D,1,0.2475,0.3269,0.4256,-0.1780999999999999,1.0694,1.6037,1.0746735911521057,-0.5420893560186896,0.4256,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18285,2022,2022-10-01 14:00:00,A,0,0.0008,0.0059,0.9933,-0.9925,0.0083,2.9858,0.042665761044082,-7.12417628453552,0.9933,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18288,2022,2022-10-01 14:00:00,D,1,0.3275,0.2387,0.4338,-0.1063,1.2212,1.5401,1.0698241377527888,-0.2810955433174674,0.4338,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18284,2022,2022-10-01 14:00:00,A,0,0.1777,0.3084,0.5139,-0.3362,0.8415,1.8501,1.0119105106014894,-1.0619319588375784,0.5139,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18290,2022,2022-10-01 14:00:00,A,0,0.3591,0.245,0.3959,-0.0368,1.3222999999999998,1.4327,1.07920403490328,-0.0975607528800478,0.3959,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18291,2022,2022-10-01 16:30:00,H,2,0.4659,0.3317,0.2024,0.2634999999999999,1.7294,0.9389,1.045221998807551,0.8337250814094405,0.4659,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18289,2022,2022-10-02 13:00:00,H,2,0.6839,0.1915,0.1246,0.5592999999999999,2.2432,0.5653,0.835865304107285,1.7027031017506975,0.6839,58.0,0.7513661202185792,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18286,2022,2022-10-02 15:30:00,D,1,0.0342,0.1457,0.8201,-0.7859,0.2483,2.6060000000000003,0.5587408731984393,-3.177200639973806,0.8201,58.0,0.7513661202185792,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18287,2022,2022-10-03 19:00:00,H,2,0.3618,0.2848,0.3534,0.0084,1.3702,1.345,1.0931193212888357,0.0234910130755987,0.3618,59.0,0.7540983606557377,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18293,2022,2022-10-08 14:00:00,H,2,0.3192,0.3312,0.3496,-0.0304,1.2888,1.38,1.09791089048874,-0.0909717782057267,0.3496,64.0,0.76775956284153,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18295,2022,2022-10-08 14:00:00,H,2,0.7831,0.143,0.0739,0.7092,2.4922999999999997,0.3646999999999999,0.6620987982533361,2.360547573802736,0.7831,64.0,0.76775956284153,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18298,2022,2022-10-08 14:00:00,H,2,0.942,0.0531,0.0049,0.9371,2.8791,0.0678,0.2382244629361687,5.258770069459782,0.942,64.0,0.76775956284153,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18299,2022,2022-10-08 14:00:00,H,2,0.7371,0.1881,0.0748,0.6623,2.3994,0.4125,0.7330645992695433,2.2879056832148117,0.7371,64.0,0.76775956284153,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18294,2022,2022-10-08 16:30:00,A,0,0.3516,0.3567,0.2917,0.0599,1.4115000000000002,1.2318,1.09460461255239,0.1867682889373462,0.3567,64.0,0.76775956284153,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18296,2022,2022-10-09 13:00:00,H,2,0.5257,0.2625,0.2118,0.3138999999999999,1.8395999999999997,0.8978999999999999,1.017870369500172,0.9090882746580962,0.5257,65.0,0.7704918032786885,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18301,2022,2022-10-09 13:00:00,H,2,0.9548,0.0369,0.0083,0.9465,2.9013,0.0618,0.205685343140789,4.745246379662123,0.9548,65.0,0.7704918032786885,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18292,2022,2022-10-09 15:30:00,H,2,0.8957,0.0875,0.0168,0.8789,2.7746,0.1379,0.3804724411406842,3.9762266490719367,0.8957,65.0,0.7704918032786885,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18297,2022,2022-10-09 18:00:00,A,0,0.0485,0.1658,0.7857,-0.7372,0.3113,2.5229,0.634203729871201,-2.785011242238338,0.7857,65.0,0.7704918032786885,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18300,2022,2022-10-10 19:00:00,D,1,0.1074,0.4655,0.4271,-0.3197,0.7877000000000001,1.7468,0.9589215706468536,-1.3804579957726564,0.4655,66.0,0.773224043715847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18303,2022,2022-10-14 19:00:00,H,2,0.308,0.27,0.422,-0.1139999999999999,1.194,1.536,1.080318374373518,-0.3149055310624373,0.422,70.0,0.7841530054644809,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18306,2022,2022-10-15 11:30:00,D,1,0.5272,0.3513,0.1215,0.4057,1.9329,0.7158,0.9611032004452464,1.4676657204076944,0.5272,71.0,0.7868852459016393,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18304,2022,2022-10-15 14:00:00,D,1,0.3546,0.2867,0.3587,-0.0040999999999999,1.3505,1.3628,1.0935805111561203,-0.0114959908981293,0.3587,71.0,0.7868852459016393,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18311,2022,2022-10-15 14:00:00,H,2,0.3039,0.378,0.3181,-0.0141999999999999,1.2896999999999998,1.3323,1.0940519775474131,-0.0456670988323509,0.378,71.0,0.7868852459016393,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18310,2022,2022-10-15 16:30:00,H,2,0.8457,0.1223,0.032,0.8137,2.6594,0.2183,0.5088623121544155,3.27442878398845,0.8457,71.0,0.7868852459016393,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
